code,ticker_tse,symbol_stooq,date,open,high,low,close,volume,source,fetched_at
9735,9735.T,9735.jp,1999-04-06,2281.26,2283.13,2184.61,2207.36,1979179,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-07,2216.83,2271.76,2186.51,2211.14,2005570,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-08,2249.04,2273.67,2220.61,2273.67,1398620,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-09,2349.46,2358.94,2224.40,2239.56,2755019,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-12,2235.78,2237.67,2188.40,2188.40,1018618,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-13,2226.31,2262.30,2226.31,2252.82,913065,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-14,2290.72,2290.72,2184.61,2224.40,1256120,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-15,2190.30,2205.46,2146.72,2146.72,1060839,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-16,2122.09,2144.82,2086.10,2086.10,1403896,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-19,2089.90,2129.68,2076.62,2129.68,1936956,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-20,2103.15,2103.15,2014.10,2046.30,1673063,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-21,2118.31,2118.31,2021.66,2055.78,1192783,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-22,2084.19,2112.62,2070.93,2080.42,665007,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-23,2093.67,2103.15,2065.25,2074.71,1419731,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-26,2146.72,2175.14,2131.57,2146.72,1208618,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-27,2142.94,2184.61,2141.05,2141.05,1625561,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-28,2178.94,2235.78,2152.42,2207.36,1905291,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-04-30,2245.25,2245.25,2184.61,2209.25,1155841,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-06,2252.82,2269.89,2209.25,2264.19,2105844,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-07,2302.09,2302.09,2216.83,2235.78,1187511,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-10,2264.19,2264.19,2197.89,2228.19,818063,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-11,2190.30,2216.83,2178.94,2190.30,728342,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-12,2192.20,2264.19,2192.20,2207.36,1097778,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-13,2262.30,2290.72,2216.83,2290.72,1599173,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-14,2273.67,2273.67,2220.61,2228.19,1403896,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-17,2152.42,2178.94,2148.62,2158.09,965839,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-18,2178.94,2195.99,2171.36,2178.94,1319450,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-19,2195.99,2207.36,2150.51,2197.89,606947,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-20,2159.99,2197.89,2139.16,2150.51,1155841,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-21,2112.62,2129.68,2093.67,2110.72,1108339,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-24,2148.62,2197.89,2084.19,2177.03,659731,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-25,2177.03,2264.19,2169.45,2233.88,1071395,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-26,2233.88,2264.19,2216.83,2252.82,939451,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-27,2252.82,2252.82,2197.89,2216.83,453894,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-28,2178.94,2186.51,2159.99,2178.94,1023895,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-05-31,2178.94,2180.83,2114.51,2114.51,971118,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-06-01,2148.62,2159.99,2125.87,2141.05,633338,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-06-02,2197.89,2197.89,2137.24,2192.20,612226,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-06-03,2178.94,2216.83,2158.09,2207.36,923618,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-06-04,2218.72,2249.04,2201.66,2245.25,1034448,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-06-07,2241.47,2249.04,2218.72,2235.78,506670,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-06-08,2243.34,2245.25,2226.31,2245.25,511947,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-06-09,2207.36,2252.82,2207.36,2231.98,527782,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-06-10,2209.25,2273.67,2197.89,2273.67,1097778,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-06-11,2273.67,2305.87,2235.78,2235.78,2470013,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-06-14,2298.30,2330.52,2275.56,2330.52,2343350,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-06-15,2326.72,2328.61,2298.30,2313.46,833895,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
9735,9735.T,9735.jp,1999-06-16,2294.51,2313.46,2292.62,2307.77,707228,https://stooq.com/q/d/l/?s=9735.jp&i=d,2026-03-25T08:32:41+00:00
