code,ticker_tse,symbol_stooq,date,open,high,low,close,volume,source,fetched_at
5333,5333.T,5333.jp,1999-04-06,1170.16,1185.32,1170.16,1185.32,441012,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-07,1185.32,1198.75,1176.07,1198.75,625267,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-08,1190.36,1191.21,1164.28,1168.49,769099,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-09,1218.95,1218.95,1186.15,1192.89,2830341,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-12,1170.16,1177.74,1170.16,1173.52,363746,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-13,1177.74,1194.57,1176.07,1176.07,747704,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-14,1178.57,1197.07,1172.69,1197.07,618133,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-15,1183.64,1205.49,1177.74,1197.93,783365,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-16,1186.15,1214.76,1186.15,1211.39,836861,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-19,1202.97,1215.59,1186.99,1202.97,435073,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-20,1203.81,1219.81,1202.97,1202.97,885597,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-21,1219.81,1220.63,1209.71,1210.55,1010411,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-22,1219.81,1219.81,1198.75,1211.39,750082,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-23,1218.95,1228.20,1206.35,1209.71,928388,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-26,1226.53,1226.53,1206.35,1214.76,586037,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-27,1226.53,1236.63,1222.33,1232.39,1513240,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
5333,5333.T,5333.jp,1999-04-28,1239.99,1257.66,1237.47,1257.66,930765,https://stooq.com/q/d/l/?s=5333.jp&i=d,2026-03-24T08:32:53+00:00
