code,ticker_tse,symbol_stooq,date,open,high,low,close,volume,source,fetched_at
4661,4661.T,4661.jp,2005-03-22,347.37,349.33,346.88,347.86,2948908,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-03-23,348.35,348.35,342.96,345.41,3279522,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-03-24,345.90,347.86,345.41,347.37,2763200,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-03-25,347.86,348.84,345.90,345.90,7638595,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-03-28,341.00,347.37,341.00,347.37,5985564,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-03-29,345.41,345.90,341.00,343.45,2538717,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-03-30,342.96,343.94,339.53,340.02,2177494,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-03-31,340.51,342.47,340.02,342.47,1810157,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-01,341.00,342.47,339.53,342.47,1814240,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-04,341.49,341.49,338.06,340.51,2099955,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-05,340.51,341.00,339.04,339.04,1932611,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-06,339.04,339.53,338.06,338.55,1842817,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-07,338.06,338.06,334.68,335.12,2455043,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-08,335.12,336.59,334.19,335.12,2557076,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-11,335.61,337.08,333.21,333.70,2085664,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-12,334.19,335.61,333.70,334.19,1442824,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-13,334.68,335.61,332.72,333.70,1728539,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-14,332.22,332.22,328.31,329.29,2473412,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-15,328.80,329.78,325.37,326.84,3546858,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-18,326.35,326.35,316.05,317.53,5830479,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-19,320.47,323.41,319.00,321.45,3791746,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-20,325.37,325.37,321.45,322.43,2053014,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-21,321.45,323.41,318.02,321.93,2995849,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-22,322.92,323.41,319.49,320.47,2399946,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
4661,4661.T,4661.jp,2005-04-25,320.96,320.96,319.00,319.49,1448949,https://stooq.com/q/d/l/?s=4661.jp&i=d,2026-03-25T08:32:41+00:00
