code,ticker_tse,company_name,sector,date,close,volume,price_file
9501,9501.T,"TOKYO ELECTRIC POWER COMPANY HOLDINGS, INC.",Electric Power,2026-03-25,636.60,56961500,data/prices/stooq/jp/9501.csv
9502,9502.T,"CHUBU ELECTRIC POWER CO., INC.",Electric Power,2026-03-25,2617.00,3656400,data/prices/stooq/jp/9502.csv
9503,9503.T,"THE KANSAI ELECTRIC POWER CO., INC.",Electric Power,2026-03-25,2624.00,4213100,data/prices/stooq/jp/9503.csv
9531,9531.T,"TOKYO GAS CO., LTD.",Gas,2026-03-25,7544.00,1190700,data/prices/stooq/jp/9531.csv
9532,9532.T,"OSAKA GAS CO., LTD.",Gas,2026-03-25,6404.00,1139800,data/prices/stooq/jp/9532.csv
9602,9602.T,"TOHO CO., LTD.",Services,2026-03-25,1611.00,1863900,data/prices/stooq/jp/9602.csv
9735,9735.T,"SECOM CO., LTD.",Services,2026-03-25,5907.00,1027000,data/prices/stooq/jp/9735.csv
9766,9766.T,KONAMI GROUP CORP.,Services,2026-03-25,19505.00,480700,data/prices/stooq/jp/9766.csv
9843,9843.T,"NITORI HOLDINGS CO., LTD.",Retail,2026-03-25,2679.50,3087900,data/prices/stooq/jp/9843.csv
9983,9983.T,"FAST RETAILING CO., LTD.",Retail,2026-03-25,62400.00,913800,data/prices/stooq/jp/9983.csv
9984,9984.T,SOFTBANK GROUP CORP.,Communications,2026-03-25,3809.00,56598700,data/prices/stooq/jp/9984.csv
