index_id,as_of_date,sector,code,company_name,ticker_tse,symbol_stooq,source,fetched_at
nikkei225,2026-03-19,Services,3659,"NEXON CO., LTD.",3659.T,3659.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,3697,SHIFT INC.,3697.T,3697.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,4307,"NOMURA RESEARCH INSTITUTE, LTD.",4307.T,4307.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,4324,DENTSU GROUP INC.,4324.T,4324.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,4385,"MERCARI, INC.",4385.T,4385.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,4661,"ORIENTAL LAND CO., LTD.",4661.T,4661.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,4689,LY CORP.,4689.T,4689.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,4704,TREND MICRO INC.,4704.T,4704.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,4751,"CYBERAGENT, INC.",4751.T,4751.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,4755,"RAKUTEN GROUP, INC.",4755.T,4755.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
nikkei225,2026-03-19,Services,6098,"RECRUIT HOLDINGS CO., LTD.",6098.T,6098.jp,https://indexes.nikkei.co.jp/en/nkave/index/component?idx=nk225,2026-03-21T00:00:00+09:00
